,id_x,name_x,artists_x,new_identifier,popularity_x,duration_ms_x,explicit_x,id_artists_x,release_date_x,danceability_x,energy_x,key_x,loudness_x,mode_x,speechiness_x,acousticness_x,instrumentalness_x,liveness_x,valence_x,tempo_x,time_signature_x,Labels,Labels_list,id_y,name_y,artists_y,popularity_y,duration_ms_y,explicit_y,id_artists_y,release_date_y,danceability_y,energy_y,key_y,loudness_y,mode_y,speechiness_y,acousticness_y,instrumentalness_y,liveness_y,valence_y,tempo_y,time_signature_y,genres,artists_list
106,10EpSZuzckyjZOgH22pvyK,i've got my love to keep me warm,"alice faye, dick powell","i've got my love to keep me warm_alice faye, dick powell",1,186711,0,"['7Jr5Krm7sO2as96uMoDfhK', '5hGZNLPNm2t3W0v28geOIK']",1937-05-02 00:00:00,0.443,0.338,3,-13.63,1,0.0377,0.995,0.962,0.409,0.595,89.123,4,"power, tension","['power', 'tension']",10EpSZuzckyjZOgH22pvyK,i've got my love to keep me warm,"alice faye, dick powell",1,186711,0,"['7Jr5Krm7sO2as96uMoDfhK', '5hGZNLPNm2t3W0v28geOIK']",1937-05-02,0.443,0.338,3,-13.63,1,0.0377,0.995,0.962,0.409,0.595,89.123,4,"['torch song', 'vintage hollywood']","['alice faye', ' dick powell']"
107,1MndfjFOFhW48IaCw2gyNY,there's a lull in my life,alice faye,there's a lull in my life_alice faye,0,152880,0,['7Jr5Krm7sO2as96uMoDfhK'],1937-08-03 00:00:00,0.274,0.359,9,-13.058,1,0.0353,0.984,0.666,0.628,0.38,98.293,3,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']",1MndfjFOFhW48IaCw2gyNY,there's a lull in my life,alice faye,0,152880,0,['7Jr5Krm7sO2as96uMoDfhK'],1937-08-03,0.274,0.359,9,-13.058,1,0.0353,0.984,0.666,0.628,0.38,98.293,3,"['torch song', 'vintage hollywood']",['alice faye']
108,2071FA4rwjMzoibHn6ihsm,slumming on park avenue,"alice faye, the ritz brothers","slumming on park avenue_alice faye, the ritz brothers",0,369555,0,"['7Jr5Krm7sO2as96uMoDfhK', '1BB5OrFeWBl2PoYsn7rF4F']",1937-05-02 00:00:00,0.386,0.649,5,-12.089,0,0.142,0.995,0.877,0.687,0.678,99.771,4,"power, tension, sadness","['power', 'tension', 'sadness']",2071FA4rwjMzoibHn6ihsm,slumming on park avenue,"alice faye, the ritz brothers",0,369555,0,"['7Jr5Krm7sO2as96uMoDfhK', '1BB5OrFeWBl2PoYsn7rF4F']",1937-05-02,0.386,0.649,5,-12.089,0,0.142,0.995,0.877,0.687,0.678,99.771,4,"['torch song', 'vintage hollywood']","['alice faye', ' the ritz brothers']"
109,2yRmN2EZZJnO2yAFndGsXZ,this year's kisses (reprise),alice faye,this year's kisses (reprise)_alice faye,0,61254,0,['7Jr5Krm7sO2as96uMoDfhK'],1937-05-02 00:00:00,0.325,0.297,6,-14.516,1,0.0347,0.985,0.969,0.247,0.236,63.808,4,"power, tension, sadness","['power', 'tension', 'sadness']",2yRmN2EZZJnO2yAFndGsXZ,this year's kisses (reprise),alice faye,0,61254,0,['7Jr5Krm7sO2as96uMoDfhK'],1937-05-02,0.325,0.297,6,-14.516,1,0.0347,0.985,0.969,0.247,0.236,63.808,4,"['torch song', 'vintage hollywood']",['alice faye']
110,3wXwUDsITcUQ1MN19IBm8g,wake up and live,alice faye,wake up and live_alice faye,0,95202,0,['7Jr5Krm7sO2as96uMoDfhK'],1937-08-03 00:00:00,0.601,0.359,5,-9.758,1,0.0346,0.985,0.935,0.18,0.822,126.486,4,"tension, sadness","['tension', 'sadness']",3wXwUDsITcUQ1MN19IBm8g,wake up and live,alice faye,0,95202,0,['7Jr5Krm7sO2as96uMoDfhK'],1937-08-03,0.601,0.359,5,-9.758,1,0.0346,0.985,0.935,0.18,0.822,126.486,4,"['torch song', 'vintage hollywood']",['alice faye']
111,4LXfqmhQ1HkzvXoCG5ckgX,the girl on the police gazette,dick powell,the girl on the police gazette_dick powell,0,271022,0,['5hGZNLPNm2t3W0v28geOIK'],1937-05-02 00:00:00,0.357,0.417,7,-9.81,1,0.0504,0.992,0.0173,0.433,0.482,108.285,5,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",4LXfqmhQ1HkzvXoCG5ckgX,the girl on the police gazette,dick powell,0,271022,0,['5hGZNLPNm2t3W0v28geOIK'],1937-05-02,0.357,0.417,7,-9.81,1,0.0504,0.992,0.0173,0.433,0.482,108.285,5,['vintage hollywood'],['dick powell']
112,2fzQJzCsURVzw4luzqZPcw,tennessee waltz,roy acuff,tennessee waltz_roy acuff,38,173035,0,['7heUyuJw3gZftFZRa1rV6M'],1938,0.562,0.255,0,-10.256,1,0.031,0.742,0.0,0.138,0.501,114.008,4,"tenderness, sadness","['tenderness', 'sadness']",2fzQJzCsURVzw4luzqZPcw,tennessee waltz,roy acuff,38,173035,0,['7heUyuJw3gZftFZRa1rV6M'],1938,0.562,0.255,0,-10.256,1,0.031,0.742,0.0,0.138,0.501,114.008,4,"['appalachian folk', 'bluegrass', 'traditional country', 'western swing']",['roy acuff']
113,6M3Rbbb4MxILHeOgYl7RyD,blue eyes crying in the rain,roy acuff,blue eyes crying in the rain_roy acuff,20,159800,0,['7heUyuJw3gZftFZRa1rV6M'],1938,0.484,0.319,7,-9.421,1,0.0306,0.831,0.0,0.27,0.532,154.845,4,"nostalgia, tenderness, sadness","['nostalgia', 'tenderness', 'sadness']",6M3Rbbb4MxILHeOgYl7RyD,blue eyes crying in the rain,roy acuff,20,159800,0,['7heUyuJw3gZftFZRa1rV6M'],1938,0.484,0.319,7,-9.421,1,0.0306,0.831,0.0,0.27,0.532,154.845,4,"['appalachian folk', 'bluegrass', 'traditional country', 'western swing']",['roy acuff']
117,6IsyKAfcH79ND0W7d8r2y6,sing sing sing (with a swing) - live,benny goodman,sing sing sing (with a swing) - live_benny goodman,10,565533,0,['1pBuKaLHJlIlqYxQQaflve'],1939,0.651,0.343,10,-16.812,1,0.111,0.824,0.804,0.881,0.538,112.366,4,"power, tension, sadness","['power', 'tension', 'sadness']",6IsyKAfcH79ND0W7d8r2y6,sing sing sing (with a swing) - live,benny goodman,10,565533,0,['1pBuKaLHJlIlqYxQQaflve'],1939,0.651,0.343,10,-16.812,1,0.111,0.824,0.804,0.881,0.538,112.366,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
118,1P3TvrLuFayQPeTD9yBS6b,iubesc femeia,cristian vasile,iubesc femeia_cristian vasile,16,191974,0,['7FLIM5DxOgzvUQoEDVGJ1x'],1938-01-01 00:00:00,0.638,0.298,5,-10.302,1,0.0522,0.971,0.0,0.242,0.63,111.799,4,tension,['tension'],1P3TvrLuFayQPeTD9yBS6b,iubesc femeia,cristian vasile,16,191974,0,['7FLIM5DxOgzvUQoEDVGJ1x'],1938-01-01,0.638,0.298,5,-10.302,1,0.0522,0.971,0.0,0.242,0.63,111.799,4,['romanian rock'],['cristian vasile']
122,1eP5rpmIglwuBFZvXKwAKR,fireball mail,roy acuff,fireball mail_roy acuff,0,151907,0,['7heUyuJw3gZftFZRa1rV6M'],1936,0.798,0.257,9,-16.294,1,0.0351,0.979,0.0847,0.209,0.696,116.185,4,tension,['tension'],02EE0lRw2QHL2HAu50TYI5,fireball mail,roy acuff,13,150326,0,['7heUyuJw3gZftFZRa1rV6M'],1938,0.812,0.4,9,-9.717,1,0.033,0.96,0.00278,0.296,0.727,116.154,4,"['appalachian folk', 'bluegrass', 'traditional country', 'western swing']",['roy acuff']
123,4bvisc710cyNYiwjL8mcZo,wait for the light to shine,roy acuff,wait for the light to shine_roy acuff,13,153107,0,['7heUyuJw3gZftFZRa1rV6M'],1938,0.67,0.376,9,-9.544,1,0.0296,0.878,5.66e-06,0.709,0.766,107.086,4,sadness,['sadness'],4bvisc710cyNYiwjL8mcZo,wait for the light to shine,roy acuff,13,153107,0,['7heUyuJw3gZftFZRa1rV6M'],1938,0.67,0.376,9,-9.544,1,0.0296,0.878,5.66e-06,0.709,0.766,107.086,4,"['appalachian folk', 'bluegrass', 'traditional country', 'western swing']",['roy acuff']
124,61qk62IaVEstkEPhYOgMXV,praise the lord and pass the ammunition,kay kyser,praise the lord and pass the ammunition_kay kyser,13,152133,0,['1rc9yw3jWWiTGBpUaUpuCa'],1938,0.624,0.279,7,-10.346,1,0.0361,0.916,0.000382,0.103,0.778,130.465,4,tension,['tension'],61qk62IaVEstkEPhYOgMXV,praise the lord and pass the ammunition,kay kyser,13,152133,0,['1rc9yw3jWWiTGBpUaUpuCa'],1938,0.624,0.279,7,-10.346,1,0.0361,0.916,0.000382,0.103,0.778,130.465,4,"['big band', 'swing']",['kay kyser']
125,0UToQ33vXNQ78H3e8KqsfQ,"echoes of harlem, ""cootie's concerto"": echoes of harlem (cootie's concerto)",duke ellington,"echoes of harlem, ""cootie's concerto"": echoes of harlem (cootie's concerto)_duke ellington",12,183600,0,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01 00:00:00,0.659,0.0935,1,-15.843,1,0.0544,0.988,0.89,0.124,0.381,100.141,4,"power, tension, sadness","['power', 'tension', 'sadness']",0UToQ33vXNQ78H3e8KqsfQ,"echoes of harlem, ""cootie's concerto"": echoes of harlem (cootie's concerto)",duke ellington,12,183600,0,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01,0.659,0.0935,1,-15.843,1,0.0544,0.988,0.89,0.124,0.381,100.141,4,"['adult standards', 'african-american classical', 'big band', 'cool jazz', 'harlem renaissance', 'jazz', 'jazz piano', 'lounge', 'stride', 'swing', 'vocal jazz']",['duke ellington']
126,0wkL4PYH8vGoU4UERFPYRv,memories of you (with charlie christian),"benny goodman, charlie christian","memories of you (with charlie christian)_benny goodman, charlie christian",12,190507,0,"['1pBuKaLHJlIlqYxQQaflve', '0WdDpEeDIDmtYh5sqRrdI6']",1938,0.644,0.0544,0,-22.787,0,0.0382,0.986,0.29,0.117,0.5,88.472,4,"power, tension, sadness","['power', 'tension', 'sadness']",0wkL4PYH8vGoU4UERFPYRv,memories of you (with charlie christian),"benny goodman, charlie christian",12,190507,0,"['1pBuKaLHJlIlqYxQQaflve', '0WdDpEeDIDmtYh5sqRrdI6']",1938,0.644,0.0544,0,-22.787,0,0.0382,0.986,0.29,0.117,0.5,88.472,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']","['benny goodman', ' charlie christian']"
127,1B6dREjImjLGCFccrUKWq2,after you've gone - instrumental,benny goodman,after you've gone - instrumental_benny goodman,12,150093,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.785,0.391,5,-11.154,1,0.0623,0.808,0.875,0.0941,0.924,115.616,4,"power, tension, sadness","['power', 'tension', 'sadness']",1B6dREjImjLGCFccrUKWq2,after you've gone - instrumental,benny goodman,12,150093,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.785,0.391,5,-11.154,1,0.0623,0.808,0.875,0.0941,0.924,115.616,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
128,20nNU6iPKNBjiwojolqC4t,"clarinet lament, ""barney's concerto"": clarinet lament (barney's concerto)",duke ellington,"clarinet lament, ""barney's concerto"": clarinet lament (barney's concerto)_duke ellington",12,191520,0,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01 00:00:00,0.497,0.2,8,-13.516,1,0.0435,0.968,0.719,0.451,0.435,96.057,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",20nNU6iPKNBjiwojolqC4t,"clarinet lament, ""barney's concerto"": clarinet lament (barney's concerto)",duke ellington,12,191520,0,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01,0.497,0.2,8,-13.516,1,0.0435,0.968,0.719,0.451,0.435,96.057,4,"['adult standards', 'african-american classical', 'big band', 'cool jazz', 'harlem renaissance', 'jazz', 'jazz piano', 'lounge', 'stride', 'swing', 'vocal jazz']",['duke ellington']
129,4F2uV1GxPPSb03G1CB4R0M,sometimes i'm happy - live,benny goodman,sometimes i'm happy - live_benny goodman,11,253307,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.455,0.325,8,-17.504,1,0.264,0.655,0.0299,0.369,0.458,119.962,4,"power, tension","['power', 'tension']",4F2uV1GxPPSb03G1CB4R0M,sometimes i'm happy - live,benny goodman,11,253307,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.455,0.325,8,-17.504,1,0.264,0.655,0.0299,0.369,0.458,119.962,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
130,6oGZyUWhRx6wBVUfevTwtc,i got rhythm - live,benny goodman,i got rhythm - live_benny goodman,12,291400,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.427,0.93,5,-13.846,1,0.0445,0.654,0.743,0.954,0.3,152.623,4,"power, tension, sadness","['power', 'tension', 'sadness']",6oGZyUWhRx6wBVUfevTwtc,i got rhythm - live,benny goodman,12,291400,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.427,0.93,5,-13.846,1,0.0445,0.654,0.743,0.954,0.3,152.623,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
134,38J49nZLydRsZG2F8g32Ze,life goes to a party - live,benny goodman,life goes to a party - live_benny goodman,0,26773,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.702,0.205,10,-22.258,1,0.962,0.967,4.68e-06,0.124,0.729,78.835,5,"power, tension, sadness","['power', 'tension', 'sadness']",38J49nZLydRsZG2F8g32Ze,life goes to a party - live,benny goodman,0,26773,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.702,0.205,10,-22.258,1,0.962,0.967,4.68e-06,0.124,0.729,78.835,5,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
135,3TWrnze5HBOjx6sSUOSctg,kissin' my baby good-night,duke ellington,kissin' my baby good-night_duke ellington,10,196200,0,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01 00:00:00,0.585,0.399,7,-11.901,0,0.372,0.942,0.173,0.067,0.803,77.979,4,"tenderness, sadness","['tenderness', 'sadness']",3TWrnze5HBOjx6sSUOSctg,kissin' my baby good-night,duke ellington,10,196200,0,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01,0.585,0.399,7,-11.901,0,0.372,0.942,0.173,0.067,0.803,77.979,4,"['adult standards', 'african-american classical', 'big band', 'cool jazz', 'harlem renaissance', 'jazz', 'jazz piano', 'lounge', 'stride', 'swing', 'vocal jazz']",['duke ellington']
136,3h44aLarb3Hp2mMiDWFTrB,the man i love - live,benny goodman,the man i love - live_benny goodman,11,215107,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.504,0.344,5,-19.052,0,0.111,0.91,0.636,0.919,0.348,80.477,4,tenderness,['tenderness'],3h44aLarb3Hp2mMiDWFTrB,the man i love - live,benny goodman,11,215107,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.504,0.344,5,-19.052,0,0.111,0.91,0.636,0.919,0.348,80.477,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
137,3pPY2KeqQgDbkgXpgnJDrr,sensation rag - live,benny goodman,sensation rag - live_benny goodman,10,72093,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.572,0.666,5,-12.343,1,0.0432,0.27,0.807,0.281,0.617,134.763,4,"power, tension, sadness","['power', 'tension', 'sadness']",3pPY2KeqQgDbkgXpgnJDrr,sensation rag - live,benny goodman,10,72093,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.572,0.666,5,-12.343,1,0.0432,0.27,0.807,0.281,0.617,134.763,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
138,3ssHvnHfJFqAExJcYSkzbH,i saw the light,roy acuff,i saw the light_roy acuff,11,162600,0,['7heUyuJw3gZftFZRa1rV6M'],1938,0.735,0.562,9,-6.654,1,0.0312,0.729,0.0,0.0898,0.851,110.345,4,"solemnity, sadness","['solemnity', 'sadness']",3ssHvnHfJFqAExJcYSkzbH,i saw the light,roy acuff,11,162600,0,['7heUyuJw3gZftFZRa1rV6M'],1938,0.735,0.562,9,-6.654,1,0.0312,0.729,0.0,0.0898,0.851,110.345,4,"['appalachian folk', 'bluegrass', 'traditional country', 'western swing']",['roy acuff']
142,08MlNLkj4XjOsdcActOVhB,blue reverie - live,benny goodman,blue reverie - live_benny goodman,0,23773,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.704,0.171,10,-22.755,0,0.948,0.953,1.75e-06,0.143,0.803,107.645,5,"power, tension","['power', 'tension']",08MlNLkj4XjOsdcActOVhB,blue reverie - live,benny goodman,0,23773,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.704,0.171,10,-22.755,0,0.948,0.953,1.75e-06,0.143,0.803,107.645,5,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
143,552vLVm59480hKNAqR7ymP,i'm coming virginia - live,benny goodman,i'm coming virginia - live_benny goodman,10,131107,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.522,0.34,5,-19.385,1,0.206,0.285,0.817,0.547,0.568,101.056,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']",552vLVm59480hKNAqR7ymP,i'm coming virginia - live,benny goodman,10,131107,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.522,0.34,5,-19.385,1,0.206,0.285,0.817,0.547,0.568,101.056,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
144,6bSFqXco9kZbg1IFmGYwlY,benny goodman 1950 introduction - live,benny goodman,benny goodman 1950 introduction - live_benny goodman,10,52133,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.711,0.24,10,-21.798,0,0.933,0.975,0.0,0.117,0.702,125.728,3,"power, tension, sadness","['power', 'tension', 'sadness']",6bSFqXco9kZbg1IFmGYwlY,benny goodman 1950 introduction - live,benny goodman,10,52133,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.711,0.24,10,-21.798,0,0.933,0.975,0.0,0.117,0.702,125.728,3,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
148,1jZ0hAKR9qAh7tmD8e8FTl,freight train blues,roy acuff,freight train blues_roy acuff,3,162867,0,['7heUyuJw3gZftFZRa1rV6M'],1936,0.831,0.245,4,-11.13,1,0.0416,0.989,0.0792,0.138,0.698,137.087,4,tension,['tension'],71885ZTZCfhIsyWGuedUGH,freight train blues,roy acuff,10,157292,0,['7heUyuJw3gZftFZRa1rV6M'],1938,0.555,0.506,7,-10.239,1,0.147,0.804,1.53e-06,0.115,0.706,171.736,4,"['appalachian folk', 'bluegrass', 'traditional country', 'western swing']",['roy acuff']
149,08czNLLMCcrgPoNQVbAjPW,loch lomond - live,benny goodman,loch lomond - live_benny goodman,9,183867,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.664,0.232,7,-14.138,1,0.152,0.727,0.0,0.39,0.485,115.638,4,"power, tension","['power', 'tension']",08czNLLMCcrgPoNQVbAjPW,loch lomond - live,benny goodman,9,183867,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.664,0.232,7,-14.138,1,0.152,0.727,0.0,0.39,0.485,115.638,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
150,0CIRYGtFan5C3t1udR9A2p,liza (all the clouds'll roll away) - instrumental,benny goodman sextet,liza (all the clouds'll roll away) - instrumental_benny goodman sextet,9,175533,0,['33N6sGOKJwLGOnq31ZmEl1'],1938,0.626,0.287,8,-17.083,1,0.0426,0.989,0.684,0.232,0.897,112.317,4,"power, tension, sadness","['power', 'tension', 'sadness']",0CIRYGtFan5C3t1udR9A2p,liza (all the clouds'll roll away) - instrumental,benny goodman sextet,9,175533,0,['33N6sGOKJwLGOnq31ZmEl1'],1938,0.626,0.287,8,-17.083,1,0.0426,0.989,0.684,0.232,0.897,112.317,4,"['bebop', 'big band', 'stride', 'swing']",['benny goodman sextet']
151,0jIadNdycQFtCc2BubnurY,"trumpet in spades, ""rex's concerto"": trumpet in spades (rex's concerto)",duke ellington,"trumpet in spades, ""rex's concerto"": trumpet in spades (rex's concerto)_duke ellington",8,189000,0,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01 00:00:00,0.488,0.532,8,-9.093,1,0.178,0.952,0.917,0.113,0.85,78.297,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",0jIadNdycQFtCc2BubnurY,"trumpet in spades, ""rex's concerto"": trumpet in spades (rex's concerto)",duke ellington,8,189000,0,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01,0.488,0.532,8,-9.093,1,0.178,0.952,0.917,0.113,0.85,78.297,4,"['adult standards', 'african-american classical', 'big band', 'cool jazz', 'harlem renaissance', 'jazz', 'jazz piano', 'lounge', 'stride', 'swing', 'vocal jazz']",['duke ellington']
155,0mMBCBuni37BDzgppkFtIj,body and soul - live,benny goodman,body and soul - live_benny goodman,6,45093,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.71,0.219,1,-22.629,1,0.929,0.984,7.2e-06,0.12,0.652,128.628,3,tension,['tension'],0mMBCBuni37BDzgppkFtIj,body and soul - live,benny goodman,6,45093,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.71,0.219,1,-22.629,1,0.929,0.984,7.2e-06,0.12,0.652,128.628,3,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
156,2OCiQGct4wAUOQcHmSkHif,setting up for jam session - live,benny goodman,setting up for jam session - live_benny goodman,8,39560,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.248,0.516,10,-25.254,0,0.354,8.96e-05,0.849,0.41,0.0374,85.935,4,"power, tension, sadness","['power', 'tension', 'sadness']",2OCiQGct4wAUOQcHmSkHif,setting up for jam session - live,benny goodman,8,39560,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.248,0.516,10,-25.254,0,0.354,8.96e-05,0.849,0.41,0.0374,85.935,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
157,33izy4mhfEZe8oWuMmv8PD,"sing, sing, sing - live",benny goodman,"sing, sing, sing - live_benny goodman",9,732333,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.497,0.491,11,-12.128,1,0.115,0.646,0.781,0.979,0.149,109.325,4,"power, tension, sadness","['power', 'tension', 'sadness']",33izy4mhfEZe8oWuMmv8PD,"sing, sing, sing - live",benny goodman,9,732333,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.497,0.491,11,-12.128,1,0.115,0.646,0.781,0.979,0.149,109.325,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
158,4B0Xy8COjRqZXaUpoEnfcL,it was a sad night in harlem,duke ellington,it was a sad night in harlem_duke ellington,8,176040,0,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01 00:00:00,0.517,0.216,8,-11.868,0,0.0298,0.889,0.0346,0.111,0.439,82.07,4,"tenderness, sadness","['tenderness', 'sadness']",4B0Xy8COjRqZXaUpoEnfcL,it was a sad night in harlem,duke ellington,8,176040,0,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01,0.517,0.216,8,-11.868,0,0.0298,0.889,0.0346,0.111,0.439,82.07,4,"['adult standards', 'african-american classical', 'big band', 'cool jazz', 'harlem renaissance', 'jazz', 'jazz piano', 'lounge', 'stride', 'swing', 'vocal jazz']",['duke ellington']
159,5Eum7gvyrgRdWS9to9c08K,shine - live,benny goodman,shine - live_benny goodman,9,55227,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.575,0.89,7,-11.983,1,0.671,0.644,0.828,0.427,0.4,176.195,4,"power, tension, sadness","['power', 'tension', 'sadness']",5Eum7gvyrgRdWS9to9c08K,shine - live,benny goodman,9,55227,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.575,0.89,7,-11.983,1,0.671,0.644,0.828,0.427,0.4,176.195,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
160,5hBF3Kz7PiI8g83PGatpod,blue room - live,benny goodman,blue room - live_benny goodman,8,156173,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.586,0.461,1,-13.887,1,0.0375,0.761,0.785,0.0791,0.503,170.728,4,"power, tension","['power', 'tension']",5hBF3Kz7PiI8g83PGatpod,blue room - live,benny goodman,8,156173,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.586,0.461,1,-13.887,1,0.0375,0.761,0.785,0.0791,0.503,170.728,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
161,6uidiSJ2xvXO6VPLDax7nR,when my baby smiles at me - live,benny goodman,when my baby smiles at me - live_benny goodman,9,52200,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.367,0.94,0,-13.034,1,0.372,0.458,0.774,0.421,0.295,185.574,4,"nostalgia, tension, sadness","['nostalgia', 'tension', 'sadness']",6uidiSJ2xvXO6VPLDax7nR,when my baby smiles at me - live,benny goodman,9,52200,0,['1pBuKaLHJlIlqYxQQaflve'],1938,0.367,0.94,0,-13.034,1,0.372,0.458,0.774,0.421,0.295,185.574,4,"['adult standards', 'big band', 'jazz', 'jazz clarinet', 'lounge', 'stride', 'swing', 'vintage jazz', 'vocal jazz']",['benny goodman']
162,73347PI2pPm6GSFOdEvWlz,"yearning for love, ""lawrence's concerto"": yearning for love (lawrence's concerto)",duke ellington,"yearning for love, ""lawrence's concerto"": yearning for love (lawrence's concerto)_duke ellington",8,174240,0,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01 00:00:00,0.524,0.12,7,-15.082,0,0.0689,0.991,0.862,0.0551,0.404,85.416,4,"nostalgia, power, tension, sadness","['nostalgia', 'power', 'tension', 'sadness']",73347PI2pPm6GSFOdEvWlz,"yearning for love, ""lawrence's concerto"": yearning for love (lawrence's concerto)",duke ellington,8,174240,0,['4F7Q5NV6h5TSwCainz8S5A'],1938-01-01,0.524,0.12,7,-15.082,0,0.0689,0.991,0.862,0.0551,0.404,85.416,4,"['adult standards', 'african-american classical', 'big band', 'cool jazz', 'harlem renaissance', 'jazz', 'jazz piano', 'lounge', 'stride', 'swing', 'vocal jazz']",['duke ellington']
